134902,134952,134643,134718,0
134714,135084,134590,134846,1
134844,134955,134801,134821,0
134822,134885,134807,134825,1
134827,134843,134645,134729,1
134728,134745,134556,134672,0
134674,134830,134583,134748,0
134750,134965,134581,134944,1
134947,135149,134914,134928,0
134926,135059,134885,134933,0
134932,135019,134881,134970,0
134973,135237,134973,135176,1
135178,135443,135031,135106,1
135103,135253,135021,135060,0
135057,135180,134835,135109,0
135111,135368,135111,135361,0
135366,135734,135361,135714,0
135713,135954,135623,135839,0
135836,136070,135764,135943,1
135942,136065,135880,135938,0
135936,136174,135933,136116,0
136133,136306,136013,136289,1
136292,136441,136196,136282,0
136284,136475,136258,136456,0
136452,136473,136329,136460,0
136464,136531,136414,136512,1
136509,136509,136359,136375,1
136378,136399,136276,136280,1
136283,136400,136138,136192,0
136193,136360,136050,136350,1
136342,136342,135921,135989,0
135990,136237,135921,136101,1
136103,136122,135957,136064,1
136061,136180,135928,135981,0
135984,136161,135866,136148,0
136150,136318,136091,136173,1
136175,136291,135983,136082,1
136081,136081,135745,135905,1
135906,136024,135815,135884,0
135888,135970,135844,135933,1
135930,135958,135820,135873,0
135874,136110,135874,136069,1
136068,136112,135939,135990,1
135992,136002,135918,135954,0
135953,136015,135940,135996,0
135993,136057,135883,136057,1
136059,136122,135998,136022,1
136021,136063,135922,135973,0
135979,136117,135898,136113,0
136112,136167,136030,136153,0
136154,136264,136139,136250,0
136249,136365,136249,136300,1
136301,136338,136221,136251,0
136254,136800,136249,136786,0
136788,136913,136732,136858,1
136856,136856,136355,136355,1
136353,136353,135981,136003,1
136000,136063,135515,135620,0
135616,135837,135610,135801,1
135800,135892,135559,135694,1
135702,135740,135380,135617,0
135609,135740,135304,135679,1
135685,135791,135329,135358,1
135360,135430,135000,135198,0
135200,135287,135163,135228,1
135229,135299,135071,135223,1
135224,135264,134961,135006,0
135009,135135,135009,135063,0
135064,135185,135063,135136,0
135141,135256,135141,135234,1
135237,135275,135020,135142,0
135138,135473,135138,135394,1
135396,135507,135363,135395,0
135394,135478,135390,135433,1
135437,135439,135333,135398,0
135399,135469,135364,135464,1
135461,135501,135268,135363,1
135369,135424,135141,135269,1
135278,135490,135220,135263,0
135258,135345,135128,135336,0
135334,135714,135331,135557,1
135561,135575,135354,135536,1
135534,135636,135411,135479,1
135483,135551,135338,135466,0
135472,135791,135393,135681,0
135682,136250,135432,136053,1
136061,136180,135668,135738,1
135736,135799,135405,135455,1
135458,135540,135354,135457,1
135458,135463,135175,135250,0
135252,135342,135215,135329,0
135332,135439,135278,135358,1
135393,135441,135323,135372,0
135372,135471,135364,135417,1
135423,135447,135114,135114,1
135120,135163,134859,134978,1
134977,135013,134773,134813,1
134814,134881,134737,134755,1
134753,134762,134504,134708,1
134705,134722,134567,134646,0
134647,134778,134580,134730,0
134725,134860,134623,134810,0
134813,134980,134770,134879,0
134878,134980,134712,134888,0
134889,135165,134833,134994,1
134991,134991,134830,134951,1
134951,134979,134714,134849,1
134842,135018,134578,134789,0
134787,135110,134616,135020,0
135019,135381,134919,135223,1
135221,135233,134660,134742,0
134741,135243,134720,135243,0
135247,135659,135151,135659,1
135676,135702,135380,135448,0
135446,135637,135390,135568,1
135567,135606,135442,135476,1
135479,135523,135382,135383,1
135388,135463,135300,135354,0
135352,135646,135338,135463,0
135462,135946,135452,135873,1
135877,135877,135719,135767,0
135768,135862,135730,135832,0
135832,136027,135811,135843,0
135857,135943,135783,135939,1
135942,135957,135734,135766,1
135768,135783,135583,135611,0
135610,135779,135517,135716,0
135721,136134,135650,135955,0
135944,136276,135926,136070,1
136068,136129,135852,135870,1
135866,136000,135724,135810,1
135809,135923,135500,135803,0
135806,135939,135627,135840,0
135831,136483,135580,136471,0
136467,136826,136405,136589,1
136586,136590,135941,136016,0
136023,136314,136023,136264,1
136263,136268,136117,136190,1
136193,136245,136129,136151,0
136150,136346,136139,136310,0
136222,136396,136165,136381,1
136378,136496,136278,136349,1
136354,136393,136129,136162,1
136166,136178,135907,136038,0
136037,136161,135994,136113,1
136116,136138,135993,136043,0
136041,136173,136015,136154,1
136155,136177,135854,135971,0
135976,136259,135864,136234,0
136230,136342,136152,136328,0
136324,136541,136291,136393,1
136384,136478,135892,135941,1
135946,136016,135277,135394,1
135392,135523,135061,135075,0
135073,135393,135070,135314,1
135313,135479,135066,135114,1
135124,135350,134601,134767,0
134765,135208,134732,135150,0
135149,135369,135125,135362,0
135361,135607,135267,135559,0
135558,135797,135454,135728,1
135726,135738,135523,135579,0
135580,135627,135548,135602,0
135604,135694,135568,135677,1
135671,135759,135584,135613,1
135612,135617,135318,135378,1
135379,135383,135216,135288,0
135287,135421,135287,135391,1
135392,135463,135182,135252,0
135253,135343,135128,135333,0
135332,135422,135289,135348,1
135359,135428,135131,135167,0
135166,135392,135042,135281,1
135280,135391,134828,134839,0
134836,134942,134349,134843,0
134845,135295,134830,135280,0
135279,135529,135199,135382,0
135381,135698,135370,135638,0
135639,135981,135453,135840,1
135841,135886,135363,135461,0
135460,135758,135142,135609,0
135607,135743,135231,135613,0
135612,135935,135611,135912,0
135911,136213,135891,136141,1
136139,136168,135928,136001,0
136000,136173,135982,136078,0
136076,136175,136042,136150,1
136151,136153,136068,136087,0
136092,136222,136073,136207,0
136205,136521,136183,136212,0
136215,136397,136159,136392,1
136393,136467,136280,136376,1
136378,136414,136291,136334,0
136333,136393,136258,136370,0
136371,136540,136370,136387,1
136388,136418,136199,136256,1
136257,136328,136121,136229,0
136230,136292,135921,136292,0
136293,136628,136265,136348,1
136344,136380,136136,136223,0
136219,136698,136204,136470,1
136472,136560,136064,136224,0
136229,136737,136211,136538,1
136539,136617,136310,136514,0
136512,136983,136249,136901,0
136900,137351,136806,137300,1
137298,137330,137108,137131,0
137129,137262,137118,137198,1
137199,137230,136936,136984,1
136987,137091,136944,136978,1
136981,137027,136897,136953,1
136961,137011,136915,136940,0
136950,137083,136934,136997,1
136991,137007,136889,136930,0
136929,137078,136925,137050,1
137052,137117,136918,136935,1
136936,136958,136770,136829,1
136832,136878,136779,136797,1
136798,136812,136674,136770,1
136766,136829,136463,136548,1
136544,136680,136330,136377,0
136379,136696,136342,136650,1
136652,136676,136470,136493,0
136494,136841,136451,136745,0
136744,136936,136641,136788,0
136790,136881,136687,136824,1
136825,136863,136457,136801,1
136802,136802,136244,136368,1
136356,136449,135832,136061,1
136060,136175,135511,135698,0
135699,135836,135568,135836,1
135837,135837,135568,135613,0
135614,135803,135559,135765,0
135766,135925,135738,135896,1
135899,135900,135778,135805,1
135806,135865,135766,135793,0
135793,135844,135710,135818,0
135819,135920,135808,135822,0
135819,135859,135728,135822,0
135823,135969,135819,135918,0
135914,136019,135911,135918,1
135922,135948,135889,135909,0
135908,135953,135889,135927,1
135930,135931,135682,135833,0
135832,135911,135718,135901,0
135902,135991,135749,135941,1
135942,136063,135890,135904,1
135902,135971,135854,135900,1
135901,135951,135840,135840,1
135837,135892,135773,135807,1
135805,135834,135300,135589,0
135585,135837,135446,135670,0
135668,136169,135620,136072,1
136075,136297,136027,136064,0
136067,136101,135922,136091,0
136083,136166,136010,136129,0
136128,136253,136064,136234,1
136233,136264,136190,136201,1
136199,136257,136175,136198,0
136307,136380,136307,136370,0
136373,136661,136373,136571,0
136570,136727,136506,136717,0
136721,136881,136702,136825,1
136824,136898,136757,136794,1
136796,136906,136760,136784,1
136780,136852,136704,136761,1
136764,136819,136681,136762,0
136763,137038,136750,136842,1
136841,136859,136594,136668,1
136675,136761,136575,136604,1
136603,136630,136366,136460,0
136459,136560,136392,136460,0
136461,136690,136449,136666,1
136665,136681,136493,136648,0
136651,136912,136621,136747,1
136744,136744,136317,136526,1
136525,136549,136101,136120,0
136115,136388,136056,136375,1
136374,136400,136228,136293,0
136294,136330,136241,136319,1
136323,136401,136279,136295,0
136296,136332,136260,136321,1
136323,136329,136219,136267,1
136266,136272,136122,136183,0
136185,136303,136070,136203,1
136202,136257,136067,136161,1
136160,136172,136082,136108,0
136113,136347,136109,136314,1
136316,136317,136154,136189,1
136188,136202,136060,136180,1
136178,136236,135982,136052,0
136031,136220,135956,136220,1
136221,136271,135838,135961,1
135960,135990,135767,135952,1
135950,135970,135667,135689,1
135697,135750,135502,135601,0
135599,135670,135491,135648,1
135650,135657,135370,135512,0
135510,135798,135430,135766,0
135764,135919,135711,135810,0
135811,135853,135629,135851,0
135848,136038,135730,136038,1
136040,136161,135967,135980,1
135983,136054,135887,135893,0
135899,136015,135859,135989,0
135990,136029,135969,136008,0
136007,136065,135912,136013,0
136013,136127,135998,136054,1
136059,136085,135893,135954,1
135957,136051,135900,135944,0
135947,135975,135869,135952,0
135953,136031,135924,135982,0
135986,136048,135967,135993,1
135991,136049,135938,135981,1
135978,136020,135820,135822,1
135826,135839,135539,135565,0
135566,135761,135440,135686,0
135684,135940,135651,135806,0
135804,135886,135748,135833,0
135834,136222,135772,136142,1
136141,136250,136073,136079,0
136080,136167,135952,136155,1
136152,136307,136060,136135,0
136137,136658,136137,136649,1
136642,136793,136419,136565,1
136566,136583,136218,136490,1
136485,136491,136371,136424,0
136423,136647,136387,136497,0
136496,136549,136399,136502,0
136501,136618,136492,136561,1
136563,136583,136513,136548,1
136548,136552,136412,136432,1
136433,136530,136291,136299,0
136297,136466,136280,136408,0
136407,136472,136307,136412,1
136408,136415,136298,136302,0
136298,136438,136289,136403,0
136407,136478,136394,136423,1
136424,136482,136306,136360,1
136358,136434,136206,136330,0
136339,136551,136256,136551,1
136557,136591,136402,136548,1
136554,136678,136506,136527,1
136523,136657,136469,136519,0
136516,136638,136509,136619,1
136620,136864,136316,136454,1
136453,136509,136253,136361,0
136368,136821,136368,136733,1
136732,136815,136539,136714,1
136713,136772,136606,136695,1
136694,136767,136640,136659,0
136660,136771,136627,136717,0
136713,136796,136701,136790,0
136789,136797,136738,136790,1
136784,136792,136719,136765,0
136770,136859,136758,136841,1
136842,136887,136767,136818,1
136812,136840,136693,136758,0
136759,136817,136730,136795,0
136798,136920,136790,136901,0
136898,136955,136891,136929,0
136921,137004,136918,136953,0
136952,137064,136890,137064,1
137063,137064,136862,136979,0
136982,137252,136934,137208,0
137210,137629,137151,137584,0
137582,137954,137523,137753,1
137755,137861,137661,137743,1
137744,137841,137609,137679,1
137682,137763,137420,137582,1
137574,137590,137351,137482,0
137487,137617,137279,137561,1
137564,137764,137521,137523,0
137521,137640,137471,137551,0
137549,137623,137509,137571,0
137574,137658,137548,137578,0
137579,137632,137527,137612,0
137609,137686,137583,137678,0
137612,137746,137611,137727,1
137728,137737,137481,137491,1
137497,137552,137356,137370,0
137373,137467,137372,137398,1
137387,137431,137259,137324,0
137325,137415,137309,137357,0
137355,137442,137354,137373,0
137372,137516,137290,137504,1
137505,137599,137356,137360,1
137363,137493,137269,137312,1
137310,137310,137070,137070,1
137076,137213,137005,137037,0
137038,137280,137038,137195,1
137191,137236,137063,137171,1
137169,137172,136982,137009,1
137004,137061,136820,136858,1
136856,136859,136486,136502,0
136497,136668,136423,136542,0
136541,136727,136540,136720,0
136718,136767,136622,136725,1
136723,136746,136653,136723,0
136722,136800,136710,136758,1
136759,136773,136699,136752,1
136759,136802,136722,136724,0
136731,136775,136716,136732,1
136729,136802,136582,136693,0
136690,136831,136686,136813,0
136816,136869,136802,136831,0
136834,136961,136831,136925,0
136924,136969,136906,136967,1
136966,136980,136875,136924,1
136923,137003,136814,136833,1
136831,136861,136566,136637,0
136645,136839,136602,136780,0
136779,136962,136741,136944,1
136949,137034,136808,136871,0
136880,137311,136880,137139,0
137140,137248,137099,137181,1
137180,137334,137154,137162,0
137168,137698,137161,137585,1
137587,137701,137362,137573,1
137576,137673,137468,137540,1
137544,137562,137268,137268,0
137270,137762,137163,137558,0
137554,137825,137431,137757,1
137754,137756,137599,137651,0
137654,137800,137577,137718,1
137715,137719,137626,137627,0
137642,137685,137633,137672,1
137673,137752,137633,137663,0
137660,137761,137630,137679,0
137678,137723,137640,137692,0
137697,137854,137679,137802,0
137805,137861,137770,137851,1
137850,137864,137799,137804,0
137803,137905,137731,137877,0
137879,138171,137874,137947,1
137954,138016,137727,137762,1
137761,137786,137595,137744,0
137746,137968,137746,137888,1
137890,137925,137727,137743,1
137745,137755,137531,137571,1
137575,137650,137377,137528,1
137530,137668,137395,137488,1
137484,137501,137261,137383,0
137385,137627,137385,137621,0
137624,137783,137592,137752,1
137751,137751,137509,137524,1
137522,137537,137319,137392,1
137391,137422,137320,137369,1
137368,137402,137333,137340,0
137339,137384,137312,137353,0
137342,137402,137322,137363,1
137360,137388,137111,137232,1
137230,137236,137124,137200,0
137201,137267,137166,137246,1
137247,137273,137130,137169,1
137172,137282,136998,137027,1
137026,137065,136669,136724,0
136718,136843,136676,136821,1
136819,136858,136472,136527,0
136528,136789,136521,136683,0
136681,136950,136601,136892,1
136894,136951,136744,136861,1
136863,136874,136641,136712,1
136710,136856,136650,136659,0
136661,136859,136563,136805,1
136802,136938,136558,136611,1
136609,136672,135862,136012,0
136010,136198,135916,136042,0
136041,136327,136014,136307,1
136301,136316,136120,136196,1
136194,136222,136070,136084,1
136086,136183,136071,136076,1
136077,136104,135969,136056,0
136057,136085,136010,136072,0
136075,136142,136074,136114,0
136111,136215,136038,136159,1
136158,136195,136053,136152,0
136153,136217,136092,136193,0
136191,136258,136173,136253,1
136251,136263,136188,136191,0
136189,136240,136139,136203,1
136200,136200,135987,136133,1
136136,136239,136061,136135,1
136132,136259,135781,135896,1
135895,135999,135617,135663,0
135660,135756,135591,135735,1
135738,135742,135524,135647,1
135645,135657,135331,135503,1
135505,135561,135263,135373,1
135377,135458,135071,135157,0
135153,135293,135029,135288,0
135283,135423,135131,135392,0
135396,135439,135316,135429,1
135436,135438,135335,135354,0
135350,135420,135297,135354,1
135351,135425,135286,135292,0
135296,135301,135296,135301,1
135174,135328,135111,135121,0
135118,135162,135089,135127,0
135128,135255,135089,135187,1
135190,135212,135138,135189,1
135191,135227,135060,135133,0
135137,135231,135128,135191,1
135192,135192,135031,135036,0
135035,135139,135035,135057,0
135056,135165,134980,135157,0
135152,135428,135090,135428,1
135418,135458,135121,135149,0
135145,135353,135129,135275,1
135278,135334,135012,135032,1
135036,135211,134701,134711,0
134710,134981,134629,134915,0
134923,135338,134801,135229,0
135236,135378,135101,135302,0
135304,135659,135200,135617,1
135616,135676,135463,135583,1
135593,135593,135394,135430,0
135426,135528,135424,135520,0
135515,135579,135495,135578,0
135579,135674,135518,135659,1
135658,135658,135548,135578,0
135574,135687,135539,135669,1
135662,135669,135440,135462,0
135460,135539,135397,135532,1
135535,135559,135480,135533,0
135531,135617,135511,135583,1
135581,135600,135542,135554,1
135553,135578,135291,135309,1
135308,135325,135177,135189,1
135188,135219,135025,135106,0
135108,135292,135058,135230,1
135231,135333,135169,135230,1
135229,135256,135028,135048,1
135050,135067,134755,134819,0
134812,135110,134812,135069,0
135075,135296,134956,135122,0
135128,135600,135107,135329,0
135331,135444,135237,135332,1
135329,135622,135122,135166,1
135167,135240,134927,134952,1
134954,135052,134814,134873,0
134872,135147,134872,135000,1
135002,135089,134968,134983,1
134985,135060,134923,134939,1
134940,134992,134890,134920,1
134916,134946,134581,134680,0
134681,134849,134669,134719,1
134717,134724,134453,134651,1
134654,134688,134589,134640,1
134638,134697,134533,134543,1
134539,134639,134482,134496,1
134498,134501,134060,134150,0
134151,134331,134105,134293,1
134301,134329,134091,134260,1
134261,134449,133649,133871,1
133869,134055,133546,133734,1
133738,133770,133445,133582,1
133580,133729,133408,133514,0
133512,133634,133335,133518,0
133504,133625,133320,133545,0
133560,133770,133539,133578,1
133580,133627,133282,133471,0
133470,133636,133389,133529,1
133531,133580,133232,133440,1
133437,133517,133359,133366,1
133368,133383,133212,133249,1
133246,133248,133119,133135,0
133133,133260,133050,133224,0
133229,133294,133142,133281,0
133276,133353,133234,133295,0
133296,133384,133275,133352,1
133353,133463,133273,133338,1
133339,133340,133221,133288,0
133285,133359,133248,133344,1
133343,133410,133210,133299,1
133300,133325,132836,132961,0
132958,133222,132958,133191,0
133190,133432,133138,133193,0
133195,133360,133167,133303,0
133310,133536,133298,133382,0
133383,133653,133379,133602,1
133599,133702,133518,133595,1
133583,133593,133377,133531,1
133530,133627,133241,133247,0
133269,133633,133185,133572,1
133574,133647,133341,133444,1
133450,133861,133315,133415,1
133416,133457,132781,133014,1
133011,133091,132847,132896,1
132899,133087,132673,132819,1
132818,132874,132686,132732,0
132734,132865,132725,132856,1
132854,132854,132671,132735,0
132732,133049,132725,133049,0
133051,133229,133008,133090,0
133084,133191,133049,133112,0
133114,133316,133114,133294,0
133297,133348,133210,133328,0
133327,133422,133312,133344,0
133343,133498,133315,133450,1
133449,133532,133354,133354,0
133356,133578,133246,133505,0
133507,133821,133488,133692,0
133694,133819,133610,133744,1
133747,133930,133714,133729,0
133731,134052,133731,133877,1
133875,133875,133615,133737,0
133739,133815,133450,133779,0
133780,134161,133773,133914,0
133916,134180,133885,133965,1
133967,134106,133829,133868,1
133867,134049,133756,133859,0
133855,134024,133846,133990,0
133989,134202,133956,134136,1
134134,134231,134037,134075,1
134719,134768,134429,134458,1
134456,134496,134341,134431,1
134432,134451,134316,134351,1
134349,134407,134172,134198,0
134195,134314,134192,134268,0
134266,134404,134258,134399,1
134400,134427,134273,134311,0
134309,134451,134218,134441,0
134444,134584,134344,134491,0
134492,135010,134485,134973,1
134970,135056,134630,134646,0
134648,134899,134648,134732,0
134727,134918,134711,134746,1
134749,134857,134694,134732,1
134730,134809,134411,134431,0
134430,134607,134372,134468,0
134474,134709,134458,134708,1
134705,134779,134599,134648,1
134645,134658,134354,134375,0
134377,134617,134355,134586,0
134588,134671,134573,134633,0
134629,134809,134617,134790,0
134788,134827,134758,134817,1
134819,134820,134746,134755,0
134756,134807,134737,134763,0
134764,134915,134761,134892,1
134895,134901,134699,134734,0
134730,134842,134730,134745,0
134749,134816,134721,134763,0
134761,134909,134758,134887,0
134884,134914,134854,134896,0
134897,135060,134820,135047,0
135043,135367,135005,135228,1
135230,135297,135045,135104,1
135099,135099,134664,134911,1
134912,134915,134531,134746,0
134742,134897,134689,134771,0
134766,134888,134722,134850,1
134849,134869,134620,134660,1
134663,134768,134392,134434,1
134436,134565,134192,134222,1
134219,134223,133951,134079,0
134084,134253,134084,134211,1
134212,134213,134071,134092,0
134096,134216,134055,134197,1
134198,134202,134107,134136,1
134138,134184,134096,134130,0
134128,134215,134092,134194,0
134190,134248,134132,134236,0
134237,134338,134208,134336,1
134332,134374,134056,134162,1
134165,134171,133980,134034,0
134036,134114,133927,134056,1
134055,134066,133965,133966,0
133961,134113,133841,134107,1
134112,134137,133966,134085,0
134088,134276,133933,134197,0
134205,134418,134166,134332,0
134331,134514,134297,134501,0
134503,134720,134502,134651,0
134653,134769,134578,134744,0
134746,134886,134703,134834,0
134838,135161,134764,134958,0
134956,135156,134956,135119,0
135121,135424,135099,135300,1
135302,135325,135049,135248,0
135254,135477,135216,135317,0
135315,135360,135272,135329,1
135327,135354,135081,135089,1
135086,135173,135050,135058,0
135062,135113,135061,135097,1
135096,135141,135057,135062,0
135065,135098,135034,135076,0
135074,135262,135067,135256,0
135260,135602,135225,135296,1
135297,135299,135060,135066,1
135063,135096,134960,135004,0
135001,135126,134988,135072,1
135076,135098,134946,135026,0
135024,135192,134983,135124,1
135121,135141,134758,134790,0
134795,135119,134768,135011,1
135013,135107,134915,134969,0
134974,135071,134784,135040,1
135038,135114,134909,134961,1
134963,135008,134738,134765,0
134766,134977,134600,134966,0
134969,135202,134863,135154,0
135152,135433,134909,135369,0
135366,135872,135321,135677,1
135674,135846,135632,135632,0
135634,135760,135634,135685,0
135686,135733,135618,135700,0
135698,135866,135670,135837,0
135838,135904,135826,135877,1
135878,135880,135782,135837,1
135840,135860,135779,135821,0
135820,135902,135761,135862,1
135860,135883,135681,135714,1
135716,135760,135686,135707,1
135701,135788,135677,135687,1
135685,135690,135642,135671,1
135669,135704,135650,135651,0
135652,135805,135652,135689,1
135686,135689,135544,135633,1
135632,135642,135509,135521,1
135524,135562,135461,135500,1
135502,135522,135437,135460,0
135459,135582,135430,135512,1
135508,135599,135452,135452,1
135456,135683,135136,135136,1
135133,135226,134849,134874,1
134872,134925,134849,134849,0
134850,134872,134748,134871,1
134868,134895,134777,134859,1
134864,134868,134772,134843,0
134844,134870,134826,134858,0
134864,134898,134862,134897,0
134898,135038,134886,135030,0
134900,135014,134889,134948,1
134946,134966,134882,134938,0
134939,135313,134939,135253,0
135251,135378,135238,135312,1
135313,135313,135190,135193,0
135195,135242,135177,135216,1
135213,135233,135047,135067,1
135069,135166,134981,134999,1
134992,134992,134630,134630,0
134629,134858,134629,134827,0
134828,134918,134779,134873,1
134871,134872,134708,134717,0
134718,134783,134701,134723,1
134722,134859,134599,134629,0
134632,134899,134632,134877,0
134880,135277,134850,135226,1
135233,135260,135047,135057,1
135053,135067,134719,134849,0
134850,135094,134757,135072,1
135071,135121,134724,134852,1
134851,134872,134774,134838,1
134840,134841,134731,134789,0
134788,134870,134760,134830,1
134831,134900,134807,134818,0
134823,134893,134804,134873,1
134872,134959,134654,134662,1
134659,134662,134426,134433,1
134435,134477,134239,134336,1
134338,134356,134229,134258,0
134260,134326,134208,134268,1
134270,134374,134134,134170,0
134168,134359,134161,134263,0
134260,134380,134152,134355,1
134358,134363,134035,134125,1
134133,134207,134019,134061,0
134065,134205,134056,134101,0
134100,134196,133987,134106,1
134109,134193,133971,134020,1
134019,134065,133581,133670,0
133663,133842,133562,133674,0
133668,133851,133631,133822,1
133818,133857,133673,133768,1
133764,133804,133551,133730,1
133731,133736,133635,133674,0
133679,134002,133676,133934,0
133935,134087,133928,134048,1
134047,134057,133941,133983,1
133982,134017,133919,133932,0
133930,134004,133919,133995,1
133994,134078,133806,133815,1
133813,133855,133732,133744,0
133747,133876,133743,133822,0
133821,133908,133742,133859,0
133857,133903,133811,133894,1
133891,133916,133783,133814,1
133811,133816,133589,133624,0
133626,133757,133569,133739,0
133740,133959,133733,133832,0
133830,133960,133774,133877,1
133881,134015,133809,133840,1
133842,133901,133458,133507,1
133508,133564,133335,133490,1
133488,133501,133260,133390,0
133392,133659,133328,133578,1
133584,133674,133393,133421,0
133425,133657,133370,133622,1
133626,133669,133470,133553,0
133562,133737,133552,133710,0
133708,133775,133627,133713,1
133712,133727,133471,133533,1
133531,133555,133402,133427,1
133429,133433,133334,133388,0
133394,133475,133369,133449,1
133450,133456,133254,133301,0
133302,133410,133288,133328,1
133331,133352,133129,133210,0
133211,133253,133140,133253,0
133255,133372,133249,133299,1
133296,133302,133239,133278,0
133274,133402,133243,133359,1
133362,133365,133060,133197,1
133196,133265,132852,132922,0
132920,133018,132821,132965,0
132967,133138,132851,133081,0
133074,133204,132989,133141,1
133143,133203,132962,132971,0
132977,133278,132928,133266,0
133263,133427,133014,133323,0
133320,133657,133263,133557,0
133552,133627,133442,133589,1
133589,133624,133416,133492,1
133487,133562,133409,133461,0
133464,133557,133423,133498,1
133499,133529,133425,133486,0
133482,133605,133478,133602,1
133600,133611,133555,133572,0
133570,133609,133555,133598,0
133596,133829,133578,133736,1
133732,133747,133572,133609,1
133612,133646,133537,133586,1
133584,133614,133506,133543,0
133547,133636,133542,133602,1
133600,133603,133491,133536,1
133535,133538,133414,133494,0
133496,133881,133491,133876,0
133879,134140,133817,134083,0
134085,134176,134003,134116,1
134120,134120,133859,133943,0
133941,134107,133921,134015,1
134017,134067,133849,133937,1
133941,133941,133685,133830,0
133828,134430,133654,134377,0
134375,134726,134172,134454,0
134452,134906,134398,134663,1
134664,134825,134647,134659,0
134662,134746,134653,134670,1
134669,134683,134456,134556,0
134558,134938,134554,134931,0
134933,134985,134878,134984,0
136107,136313,136107,136308,0
136310,136764,136309,136572,1
